哦,"é,e2",oh (indicates understanding) | oh (indicates doubt) | to chant,"Type the reading, Comrade",Image
嘿,"hei1,hēi",hey; interjection for calling attention,"Type the reading, Comrade",Image
嗨,"hai1,hāi",hey/hi (loanword); oh; alas;,"Type the reading, Comrade",Image
嘛,"ma,ma5",(used to persuade somebody to do something); (particle indicating obviousness) | (colloqial) what?,"Type the reading, Comrade",Image
家伙,"jia1huo5,jia1 huo5,jiāhuo,jiā huo",guy; chap; tool; weapon,"Type the reading, Comrade",Image
啦,"la,la5",sentence-final particle: a contraction of 了 (le) and 啊 (a); (onomatopoeia),"Type the reading, Comrade",Image
喂,"wei4,wèi",hey; to feed | hello (on the phone),"Type the reading, Comrade",Image
哇,"wā,wa1",wow; (sound of crying or vomiting) | (used for 啊 after words ending with u or ao),"Type the reading, Comrade",Image
拜托,"bài tuō,bai4 tuo1,bàituō,bai4tuo1",ask a favor; request; please!,"Type the reading, Comrade",Image
而已,"ér yǐ,éryǐ,er2yi3,er2 yi3",that's all; nothing more,"Type the reading, Comrade",Image
夫人,"fūrén,fū rén,fu1ren2,fu1 ren2",lady; madam; Mrs.; wife,"Type the reading, Comrade",Image
尸体,"shītǐ,shi1 ti3,shī tǐ,shi1ti3",dead body; corpse; carcass,"Type the reading, Comrade",Image
现场,"xiàn chǎng,xiànchǎng,xian4chang3,xian4 chang3",scene (of event or incident); on the spot,"Type the reading, Comrade",Image
监狱,"jian1yu4,jiān yù,jian1 yu4,jiānyù",prison; jail,"Type the reading, Comrade",Image
啥,"sha2,shá",(spoken) what,"Type the reading, Comrade",Image
死亡,"sǐwáng,si3wang2,si3 wang2,sǐ wáng",to die; death; be dead,"Type the reading, Comrade",Image
拥有,"yong1 you3,yōng yǒu,yōngyǒu,yong1you3",have; possess,"Type the reading, Comrade",Image
凶手,"xiōng shǒu,xiōngshǒu,xiong1shou3,xiong1 shou3",murderer; assassin; assailant,"Type the reading, Comrade",Image
屁股,"pi4 gu5,pi4gu5,pì gu,pìgu",butt; rear; rump,"Type the reading, Comrade",Image
选手,"xuan3shou3,xuǎn shǒu,xuan3 shou3,xuǎnshǒu",athlete; contestant; player,"Type the reading, Comrade",Image
投票,"tou2piao4,tóupiào,tou2 piao4,tóu piào",vote; poll,"Type the reading, Comrade",Image
撒谎,"sa1huang3,sā  huǎng,sāhuǎng,sa1  huang3",to tell lies,"Type the reading, Comrade",Image
武器,"wu3qi4,wǔqì,wǔ qì,wu3 qi4",weapon; arms,"Type the reading, Comrade",Image
发誓,"fa1 shi4,fa1shi4,fā shì,fāshì",to vow; to pledge; swear,"Type the reading, Comrade",Image
心眼儿,"xin1 yan3 r5,xīn yǎn r,xin1yan3r5,xīnyǎnr",one's thoughts; mind; intention; willingness to accept new ideas,"Type the reading, Comrade",Image
意识,"yi4 shi5,yi4shi5,yìshi,yì shi",realize; consciousness; awareness; sense,"Type the reading, Comrade",Image
线索,"xian4 suo3,xiànsuǒ,xian4suo3,xiàn suǒ",trail; clues; hints; thread (of a story),"Type the reading, Comrade",Image
砸,"zá,za2",to smash; to pound; to break; fail,"Type the reading, Comrade",Image
失踪,"shī  zōng,shīzōng,shi1zong1,shi1  zong1",be missing; be unaccounted for,"Type the reading, Comrade",Image
真相,"zhēn xiàng,zhen1 xiang4,zhen1xiang4,zhēnxiàng",the actual facts; reality,"Type the reading, Comrade",Image
恐怖,"kǒngbù,kong3bu4,kong3 bu4,kǒng bù",afraid; terror,"Type the reading, Comrade",Image
性感,"xing4gan3,xing4 gan3,xìnggǎn,xìng gǎn",sex appeal; sexy; sexuality,"Type the reading, Comrade",Image
意味着,"yi4 wei4 zhe5,yìwèizhe,yì wèi zhe,yi4wei4zhe5",signify; to mean; imply,"Type the reading, Comrade",Image
