的,"de,de5",〜's [possessive],"Type the reading, Comrade",Image
我,"wo3,wǒ",I,"Type the reading, Comrade",Image
你,"nǐ,ni3",you,"Type the reading, Comrade",Image
是,"shi4,shì",is,"Type the reading, Comrade",Image
了,"le,le5",〜ed [past tense],"Type the reading, Comrade",Image
不,"bu4,bù",not,"Type the reading, Comrade",Image
在,"zai4,zài",at; 〜ing [progressive tense],"Type the reading, Comrade",Image
他,"ta1,tā",he,"Type the reading, Comrade",Image
我们,"wo3 men5,wo3men5,wǒ men,wǒmen",we,"Type the reading, Comrade",Image
好,"hǎo,hao3",good,"Type the reading, Comrade",Image
有,"you3,yǒu",have; there is,"Type the reading, Comrade",Image
这,"zhè,zhe4",this,"Type the reading, Comrade",Image
会,"hui4,huì",to know how to 〜; will 〜 [future tense],"Type the reading, Comrade",Image
吗,"ma,ma5",〜? [question mark],"Type the reading, Comrade",Image
什么,"shen2 me5,shen2me5,shén me,shénme",what?,"Type the reading, Comrade",Image
说,"shuō,shuo1",speak,"Type the reading, Comrade",Image
她,"ta1,tā",she,"Type the reading, Comrade",Image
想,"xiang3,xiǎng",to think; would like to 〜,"Type the reading, Comrade",Image
一,"yī,yi1",one,"Type the reading, Comrade",Image
很,"hěn,hen3",very,"Type the reading, Comrade",Image
人,"rén,ren2","person, people","Type the reading, Comrade",Image
那,"nà,na4",that,"Type the reading, Comrade",Image
来,"lái,lai2",come,"Type the reading, Comrade",Image
都,"dou1,dōu","both, all","Type the reading, Comrade",Image
个,"ge,ge5",things [counter word],"Type the reading, Comrade",Image
能,"neng2,néng","can, be able","Type the reading, Comrade",Image
去,"qu4,qù",go,"Type the reading, Comrade",Image
和,"he2,hé",and,"Type the reading, Comrade",Image
做,"zuò,zuo4",do; make,"Type the reading, Comrade",Image
上,"shang4,shàng",above,"Type the reading, Comrade",Image
没有,"méiyǒu,méi yǒu,mei2you3,mei2 you3",not have; there is not,"Type the reading, Comrade",Image
看,"kan4,kàn",to see,"Type the reading, Comrade",Image
怎么,"zen3me5,zěnme,zen3 me5,zěn me",how?,"Type the reading, Comrade",Image
现在,"xiànzài,xian4 zai4,xian4zai4,xiàn zài",now,"Type the reading, Comrade",Image
点,"diǎn,dian3",a little bit; o'clock,"Type the reading, Comrade",Image
呢,"ne,ne5",how about 〜?,"Type the reading, Comrade",Image
太,"tai4,tài",too (much),"Type the reading, Comrade",Image
里,"lǐ,li3",inside,"Type the reading, Comrade",Image
听,"tīng,ting1",listen,"Type the reading, Comrade",Image
谁,"shei2,shéi",who?,"Type the reading, Comrade",Image
多,"duō,duo1",many,"Type the reading, Comrade",Image
时候,"shíhou,shi2 hou5,shí hou,shi2hou5",time,"Type the reading, Comrade",Image
下,"xià,xia4",below,"Type the reading, Comrade",Image
谢谢,"xiè xie,xièxie,xie4xie5,xie4 xie5",thank you,"Type the reading, Comrade",Image
先生,"xiān sheng,xiānsheng,xian1sheng5,xian1 sheng5",teacher,"Type the reading, Comrade",Image
喜欢,"xǐhuan,xi3 huan5,xi3huan5,xǐ huan",to like,"Type the reading, Comrade",Image
大,"dà,da4",big,"Type the reading, Comrade",Image
东西,"dōng xi,dong1xi5,dong1 xi5,dōngxi",something,"Type the reading, Comrade",Image
小,"xiǎo,xiao3",small,"Type the reading, Comrade",Image
叫,"jiào,jiao4",to be called,"Type the reading, Comrade",Image
爱,"ài,ai4",love,"Type the reading, Comrade",Image
年,"nian2,nián",year,"Type the reading, Comrade",Image
请,"qǐng,qing3",please,"Type the reading, Comrade",Image
回,"hui2,huí",to return,"Type the reading, Comrade",Image
工作,"gōng zuò,gōngzuò,gong1zuo4,gong1 zuo4","work, job","Type the reading, Comrade",Image
钱,"qián,qian2",money,"Type the reading, Comrade",Image
吃,"chi1,chī",eat,"Type the reading, Comrade",Image
开,"kai1,kāi",to open; to start,"Type the reading, Comrade",Image
家,"jia1,jiā",family; home,"Type the reading, Comrade",Image
哪,"na3,nǎ",which?,"Type the reading, Comrade",Image
朋友,"peng2 you5,péng you,péngyou,peng2you5",friend,"Type the reading, Comrade",Image
妈妈,"mā ma,māma,ma1 ma5,ma1ma5",mom,"Type the reading, Comrade",Image
今天,"jin1 tian1,jīn tiān,jīntiān,jin1tian1",today,"Type the reading, Comrade",Image
几,"ji3,jǐ",how many?,"Type the reading, Comrade",Image
爸爸,"ba4ba5,bà ba,bàba,ba4 ba5",dad,"Type the reading, Comrade",Image
些,"xiē,xie1",some,"Type the reading, Comrade",Image
怎么样,"zěn me yàng,zen3 me5 yang4,zěnmeyàng,zen3me5yang4",how?,"Type the reading, Comrade",Image
